time	 	 	x	 	 	y	 	 	theta	 	 	xcmd	 	 	ycmd	 	 	thetacmd

1505234505.21	 	 	0.0338782727955	 	 	0.0170251583762	 	 	4.51847603598	 	 	0.313619053407	 	 	0.949548887283	 	 	71.7225325743
1505234505.27	 	 	0.0338802451601	 	 	0.0170048965311	 	 	4.51321902459	 	 	0.314094950176	 	 	0.949391574786	 	 	71.6938145852
1505234505.33	 	 	0.0338846796956	 	 	0.0170078696061	 	 	4.52003462213	 	 	0.314078033858	 	 	0.949397171182	 	 	71.6948354819
1505234505.39	 	 	0.0339298405907	 	 	0.0170323681011	 	 	4.60775598659	 	 	0.314035265162	 	 	0.949411318784	 	 	71.6974165382
1505234505.45	 	 	0.0363890435737	 	 	0.0172836797899	 	 	6.13240815902	 	 	0.334583049893	 	 	0.94236626782	 	 	70.4528145748
1505234505.51	 	 	0.0459963663981	 	 	0.0176100975442	 	 	7.62922745567	 	 	0.406428181377	 	 	0.913682731249	 	 	66.0193446592
1505234505.57	 	 	0.0585764217392	 	 	0.0185929674523	 	 	10.1905041843	 	 	0.458361619406	 	 	0.888765787964	 	 	62.7185637698
1505234505.63	 	 	0.0746522272304	 	 	0.0210478107045	 	 	13.3098303155	 	 	0.48605492371	 	 	0.873928264297	 	 	60.9183887182
1505234505.69	 	 	0.0934757688443	 	 	0.0245606706583	 	 	17.8974965458	 	 	0.500143502449	 	 	0.865942536753	 	 	59.9905055001
1505234505.75	 	 	0.114522574365	 	 	0.0316083521305	 	 	20.9939759492	 	 	0.487299209864	 	 	0.873235065756	 	 	60.8367794813
1505234505.81	 	 	0.138278570853	 	 	0.0393458949343	 	 	24.4221100659	 	 	0.477442467051	 	 	0.878663013138	 	 	61.4815016951
1505234505.87	 	 	0.16241115423	 	 	0.0490348089104	 	 	26.9144893596	 	 	0.459633891706	 	 	0.888108487514	 	 	62.6365142723
1505234505.93	 	 	0.186288097255	 	 	0.0597196753534	 	 	29.0063320549	 	 	0.440060695346	 	 	0.897968030841	 	 	63.8922461974
1505234505.99	 	 	0.210218492761	 	 	0.0712748521516	 	 	30.7423053182	 	 	0.419829496605	 	 	0.907602993484	 	 	65.1761766325
1505234506.06	 	 	0.237931029084	 	 	0.0854261248215	 	 	33.3265018346	 	 	0.396496921284	 	 	0.91803605126	 	 	66.6406340388
1505234506.12	 	 	0.260433129107	 	 	0.0980548816317	 	 	35.9042029745	 	 	0.375604579737	 	 	0.926780016876	 	 	67.93831552
1505234506.18	 	 	0.281363840054	 	 	0.111769059533	 	 	37.7601631132	 	 	0.351600140681	 	 	0.936150276971	 	 	69.4147818617
1505234506.24	 	 	0.302164250776	 	 	0.127089894038	 	 	40.7800820459	 	 	0.324557776284	 	 	0.945865873078	 	 	71.0612148414
1505234506.3	 	 	0.321359163366	 	 	0.143319022794	 	 	44.4684664187	 	 	0.295518743625	 	 	0.955336941695	 	 	72.8113538909
1505234506.36	 	 	0.339342003076	 	 	0.160109118957	 	 	48.1885106966	 	 	0.265734256003	 	 	0.964046319005	 	 	74.5894130344
1505234506.42	 	 	0.355853676139	 	 	0.178207375438	 	 	52.124478717	 	 	0.233159144188	 	 	0.972438591111	 	 	76.5168645692
1505234506.48	 	 	0.37092972508	 	 	0.196952749775	 	 	55.9997037457	 	 	0.199514908422	 	 	0.979894790943	 	 	78.4914063615
1505234506.54	 	 	0.38485153894	 	 	0.216825631891	 	 	59.6857591958	 	 	0.163890889191	 	 	0.986478472365	 	 	80.5671899661
1505234506.6	 	 	0.397597453817	 	 	0.237219139741	 	 	64.2115533181	 	 	0.127637311483	 	 	0.991820909599	 	 	82.6669171718
1505234506.66	 	 	0.408367355619	 	 	0.259551308836	 	 	68.2212263514	 	 	0.0872957138703	 	 	0.996182442297	 	 	84.9919495618
1505234506.72	 	 	0.417356467738	 	 	0.281282285003	 	 	72.0231564173	 	 	0.0483269462457	 	 	0.99883157052	 	 	87.2299910059
1505234506.78	 	 	0.425111013621	 	 	0.303970570644	 	 	76.5624520768	 	 	0.00779343358907	 	 	0.999969630735	 	 	89.5534646271
1505234506.84	 	 	0.43058399638	 	 	0.326629616768	 	 	82.0081020945	 	 	-0.0329443267153	 	 	0.999457188346	 	 	91.8879124857
1505234506.9	 	 	0.434496425336	 	 	0.348938647691	 	 	86.6691208832	 	 	-0.0729424433679	 	 	0.997336151935	 	 	94.1830091126
1505234506.96	 	 	0.435728331681	 	 	0.367563454683	 	 	94.6905301771	 	 	-0.106764433667	 	 	0.994284343487	 	 	96.1288326741
1505234507.02	 	 	0.433654045951	 	 	0.382403493428	 	 	106.234552001	 	 	-0.134923948433	 	 	0.990855957311	 	 	97.7542222195
1505234507.08	 	 	0.427145530557	 	 	0.396462502277	 	 	118.354280147	 	 	-0.163792973037	 	 	0.986494734899	 	 	99.4271230004
1505234507.14	 	 	0.417019464128	 	 	0.411361062978	 	 	127.468366574	 	 	-0.19609422471	 	 	0.980585057522	 	 	101.30865224
1505234507.21	 	 	0.401097893463	 	 	0.42804212751	 	 	130.873252763	 	 	-0.235148520283	 	 	0.971959450496	 	 	103.600377695
1505234507.27	 	 	0.384844534758	 	 	0.447955804767	 	 	138.671505037	 	 	-0.28000179425	 	 	0.959999476675	 	 	106.260311795
1505234507.33	 	 	0.36570270079	 	 	0.467249853664	 	 	139.71861732	 	 	-0.325732831803	 	 	0.9454618566	 	 	109.009979286
1505234507.39	 	 	0.345101495107	 	 	0.4877985819	 	 	139.473462449	 	 	-0.374324209823	 	 	0.927297894929	 	 	111.982551041
1505234507.45	 	 	0.324896025761	 	 	0.508712215167	 	 	139.293360868	 	 	-0.42250507174	 	 	0.906360559796	 	 	114.992844461
1505234507.51	 	 	0.304740324175	 	 	0.529918829019	 	 	139.004855665	 	 	-0.470062922454	 	 	0.882632907235	 	 	118.038381045
1505234507.57	 	 	0.284323856936	 	 	0.551385201915	 	 	138.191568836	 	 	-0.516904444716	 	 	0.85604310349	 	 	121.124835887
1505234507.63	 	 	0.26516256089	 	 	0.57256839076	 	 	137.840700152	 	 	-0.560766582477	 	 	0.827973936774	 	 	124.10882862
1505234507.69	 	 	0.245747085998	 	 	0.593968709148	 	 	137.344184259	 	 	-0.603465093123	 	 	0.797389416397	 	 	127.118471848
1505234507.75	 	 	0.225908119377	 	 	0.615524851076	 	 	137.401611383	 	 	-0.644907859624	 	 	0.764260330382	 	 	130.158767452
1505234507.81	 	 	0.207257500327	 	 	0.635619516962	 	 	138.092393753	 	 	-0.681951338334	 	 	0.731397547264	 	 	132.99631633
1505234507.87	 	 	0.189514935416	 	 	0.653731344438	 	 	141.046134154	 	 	-0.714594186397	 	 	0.699539240335	 	 	135.609951132
1505234507.93	 	 	0.170677752658	 	 	0.669852561971	 	 	144.498973104	 	 	-0.744698404435	 	 	0.667401143565	 	 	138.133200693
