time	 	 	x	 	 	y	 	 	theta	 	 	xcmd	 	 	ycmd	 	 	thetacmd

1505239164.42	 	 	0.454049141909	 	 	1.10951236263	 	 	57.6790868932	 	 	-0.999719170234	 	 	-0.0236976932856	 	 	-178.642095075
1505239164.48	 	 	0.454034043782	 	 	1.10950377197	 	 	57.6857346349	 	 	-0.999719610196	 	 	-0.0236791256103	 	 	-178.643159223
1505239164.54	 	 	0.454028126211	 	 	1.10952100054	 	 	57.6806722754	 	 	-0.999718719235	 	 	-0.0237167116623	 	 	-178.641005096
1505239164.6	 	 	0.45402118021	 	 	1.10952762367	 	 	57.6820329476	 	 	-0.999718375278	 	 	-0.0237312058392	 	 	-178.640174407
1505239164.66	 	 	0.453457587148	 	 	1.11000772586	 	 	61.3361834099	 	 	-0.999692861901	 	 	-0.0247826928293	 	 	-178.579910905
1505239164.72	 	 	0.449704757681	 	 	1.11145371377	 	 	73.5150758399	 	 	-0.999608301275	 	 	-0.0279864971218	 	 	-178.396282435
1505239164.78	 	 	0.444893301178	 	 	1.11196142791	 	 	89.6411944097	 	 	-0.999573565033	 	 	-0.029200823407	 	 	-178.326678199
1505239164.84	 	 	0.437466020483	 	 	1.1114574586	 	 	109.141542412	 	 	-0.999598235457	 	 	-0.0283437413225	 	 	-178.375805726
1505239164.91	 	 	0.428736857498	 	 	1.11362212514	 	 	129.840134874	 	 	-0.999439106459	 	 	-0.0334883932305	 	 	-178.080897588
1505239164.97	 	 	0.414703616871	 	 	1.11813370597	 	 	145.126293884	 	 	-0.999017291619	 	 	-0.0443221281814	 	 	-177.459696936
1505239165.03	 	 	0.399536695211	 	 	1.1209250983	 	 	160.384575163	 	 	-0.998652739089	 	 	-0.0518912970573	 	 	-177.025511761
1505239165.09	 	 	0.385243760106	 	 	1.11901908757	 	 	175.737343579	 	 	-0.998776242729	 	 	-0.0494572235412	 	 	-177.165153342
1505239165.15	 	 	0.371231119202	 	 	1.11220716491	 	 	190.848967773	 	 	-0.999335439656	 	 	-0.0364510500088	 	 	-177.91104591
1505239165.21	 	 	0.354518007694	 	 	1.10224738993	 	 	201.596426357	 	 	-0.99985341233	 	 	-0.0171217362522	 	 	-179.018948838
1505239165.27	 	 	0.336223250397	 	 	1.08960314784	 	 	208.478462862	 	 	-0.999971199491	 	 	0.00758947877559	 	 	179.565150723
1505239165.33	 	 	0.312680231726	 	 	1.07176253369	 	 	213.041855604	 	 	-0.999108175191	 	 	0.0422238589684	 	 	177.580031648
1505239165.4	 	 	0.290458430767	 	 	1.05422764338	 	 	214.243298708	 	 	-0.997148949046	 	 	0.0754584217708	 	 	175.672437421
1505239165.45	 	 	0.267395731643	 	 	1.03661843267	 	 	213.987478248	 	 	-0.994238739968	 	 	0.107188282695	 	 	173.846742404
1505239165.51	 	 	0.24380480758	 	 	1.01822700321	 	 	213.710424169	 	 	-0.990343365633	 	 	0.138636280049	 	 	172.031058663
1505239165.58	 	 	0.21982117764	 	 	1.00024903234	 	 	213.081225296	 	 	-0.985996842739	 	 	0.166763983247	 	 	170.400276803
1505239165.63	 	 	0.196300812284	 	 	0.98262396721	 	 	212.560267556	 	 	-0.981415488777	 	 	0.19189486285	 	 	168.936613077
1505239165.7	 	 	0.172226032529	 	 	0.965003760792	 	 	212.264886808	 	 	-0.976827154467	 	 	0.214029694891	 	 	167.641392128
1505239165.76	 	 	0.146808195922	 	 	0.94787039804	 	 	211.64872321	 	 	-0.972867064853	 	 	0.231364807445	 	 	166.622563016
1505239165.82	 	 	0.122235511793	 	 	0.931102863189	 	 	211.069734375	 	 	-0.969381917272	 	 	0.245557933015	 	 	165.785191777
1505239165.88	 	 	0.0967416467627	 	 	0.914208181016	 	 	210.608998945	 	 	-0.966628202484	 	 	0.256183368238	 	 	165.15628341
1505239165.94	 	 	0.0712968639276	 	 	0.897189586071	 	 	209.745357821	 	 	-0.964558594153	 	 	0.263868752308	 	 	164.700255285
1505239166.0	 	 	0.0461612532464	 	 	0.88096376038	 	 	209.250024511	 	 	-0.963613205057	 	 	0.267300563112	 	 	164.496302435
